,name of company,college name,region,year
1828,Corporate Infocom Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018
1829,Cybage Software,Dhole Patil College Of Engineering Pune,Pune,2018
1830,Cibridge Technologies,Dhole Patil College Of Engineering Pune,Pune,2018
1831,Crest Premedia Soulutions Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018
1832,Dimensional Control,Dhole Patil College Of Engineering Pune,Pune,2018
1833,Dynomer,Dhole Patil College Of Engineering Pune,Pune,2018
1834,Electronic Switches,Dhole Patil College Of Engineering Pune,Pune,2018
1835,E-Successor,Dhole Patil College Of Engineering Pune,Pune,2018
1836,Ford Motor Company,Dhole Patil College Of Engineering Pune,Pune,2018
1837,Flexronics,Dhole Patil College Of Engineering Pune,Pune,2018
1838,Faits Automation Bhosari Midc,Dhole Patil College Of Engineering Pune,Pune,2018
1839,Fashionite,Dhole Patil College Of Engineering Pune,Pune,2018
1840,Foama Co.,Dhole Patil College Of Engineering Pune,Pune,2018
1841,Fulcrum,Dhole Patil College Of Engineering Pune,Pune,2018
1842,"Fundtech Pvt.Limited,Pune",Dhole Patil College Of Engineering Pune,Pune,2018
1843,Galagar,Dhole Patil College Of Engineering Pune,Pune,2018
1844,Genei Auto Mobiles,Dhole Patil College Of Engineering Pune,Pune,2018
1845,General Motors,Dhole Patil College Of Engineering Pune,Pune,2018
1846,Gates,Dhole Patil College Of Engineering Pune,Pune,2018
1847,Globematics,Dhole Patil College Of Engineering Pune,Pune,2018
1848,Groupo Antoline,Dhole Patil College Of Engineering Pune,Pune,2018
1849,Greek Solutions,Dhole Patil College Of Engineering Pune,Pune,2018
1850,Harita Techservices,Dhole Patil College Of Engineering Pune,Pune,2018
1851,Hcl,Dhole Patil College Of Engineering Pune,Pune,2018
1852,Hp,Dhole Patil College Of Engineering Pune,Pune,2018
1853,Hexaware,Dhole Patil College Of Engineering Pune,Pune,2018
1854,Horizon Telecom,Dhole Patil College Of Engineering Pune,Pune,2018
1855,Hsbc,Dhole Patil College Of Engineering Pune,Pune,2018
1856,Husco,Dhole Patil College Of Engineering Pune,Pune,2018
1857,Ibm,Dhole Patil College Of Engineering Pune,Pune,2018
1858,Idhasoft,Dhole Patil College Of Engineering Pune,Pune,2018
1859,Impact Solutions,Dhole Patil College Of Engineering Pune,Pune,2018
1860,Import Export Cs,Dhole Patil College Of Engineering Pune,Pune,2018
1861,Inautix,Dhole Patil College Of Engineering Pune,Pune,2018
1862,Indian Card & Clothing Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018
1863,Indorence Ranjangaon,Dhole Patil College Of Engineering Pune,Pune,2018
1864,Infosys,Dhole Patil College Of Engineering Pune,Pune,2018
1865,Involute Systems,Dhole Patil College Of Engineering Pune,Pune,2018
1866,Iplace Usa,Dhole Patil College Of Engineering Pune,Pune,2018
1867,Irca India Pvt Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018
1868,Itech,Dhole Patil College Of Engineering Pune,Pune,2018
1869,Indian Army,Dhole Patil College Of Engineering Pune,Pune,2018
1870,Jabil Group,Dhole Patil College Of Engineering Pune,Pune,2018
1871,Kalashree,Dhole Patil College Of Engineering Pune,Pune,2018
1872,Kantar Tech,Dhole Patil College Of Engineering Pune,Pune,2018
1873,Katraj Ghat Mills,Dhole Patil College Of Engineering Pune,Pune,2018
1874,Kirloskar Brother,Dhole Patil College Of Engineering Pune,Pune,2018
1875,Knowledge Transition Consultancy Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018
1876,Kpt,Dhole Patil College Of Engineering Pune,Pune,2018
1877,Kran Rader Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018
1878,Krawler Information Systems,Dhole Patil College Of Engineering Pune,Pune,2018
1879,Key Source Media,Dhole Patil College Of Engineering Pune,Pune,2018
1880,Mahindra & Mahindra,Dhole Patil College Of Engineering Pune,Pune,2018
1881,Manufacturing & Automation,Dhole Patil College Of Engineering Pune,Pune,2018
1882,Markets & Markets,Dhole Patil College Of Engineering Pune,Pune,2018
1883,Mehetrea Cs,Dhole Patil College Of Engineering Pune,Pune,2018
1884,Merchant Navy,Dhole Patil College Of Engineering Pune,Pune,2018
1885,Must Garments Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018
1886,Meritrek,Dhole Patil College Of Engineering Pune,Pune,2018
1887,Midc Electronics Ltd,Dhole Patil College Of Engineering Pune,Pune,2018
1888,Moditech,Dhole Patil College Of Engineering Pune,Pune,2018
1889,Mphasis,Dhole Patil College Of Engineering Pune,Pune,2018
1890,Mumbai Kirloskar,Dhole Patil College Of Engineering Pune,Pune,2018
1891,Neosoft Technology,Dhole Patil College Of Engineering Pune,Pune,2018
1892,Ntt Data,Dhole Patil College Of Engineering Pune,Pune,2018
1893,Oriental Rubber,Dhole Patil College Of Engineering Pune,Pune,2018
1894,Persistent Systems,Dhole Patil College Of Engineering Pune,Pune,2018
1895,Polaris,Dhole Patil College Of Engineering Pune,Pune,2018
1896,Platemaster Pvt.Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018
1897,Poona Force Bhosari Mid Scale Tools,Dhole Patil College Of Engineering Pune,Pune,2018
1898,Proactive It Services,Dhole Patil College Of Engineering Pune,Pune,2018
1899,Quick Heal Technologies,Dhole Patil College Of Engineering Pune,Pune,2018
1900,Raychem Rpg,Dhole Patil College Of Engineering Pune,Pune,2018
1901,Reasoning Global Epublications Pvt.Limited,Dhole Patil College Of Engineering Pune,Pune,2018
1902,Rabtor Technology,Dhole Patil College Of Engineering Pune,Pune,2018
1903,Sandvik Asia,Dhole Patil College Of Engineering Pune,Pune,2018
1904,Suzlon,Dhole Patil College Of Engineering Pune,Pune,2018
1905,Smiths Detection,Dhole Patil College Of Engineering Pune,Pune,2018
1906,Spectraforce Technologies,Dhole Patil College Of Engineering Pune,Pune,2018
1907,Sanmar Group,Dhole Patil College Of Engineering Pune,Pune,2018
1908,Sar,Dhole Patil College Of Engineering Pune,Pune,2018
1909,Searce,Dhole Patil College Of Engineering Pune,Pune,2018
1910,Sqr Infotech,Dhole Patil College Of Engineering Pune,Pune,2018
1911,Suttati Industries,Dhole Patil College Of Engineering Pune,Pune,2018
1912,Tieto Software,Dhole Patil College Of Engineering Pune,Pune,2018
1913,Tech Mahindra,Dhole Patil College Of Engineering Pune,Pune,2018
1914,Wipro Technologies,Dhole Patil College Of Engineering Pune,Pune,2018
1915,Webtech Developers,Dhole Patil College Of Engineering Pune,Pune,2018
1916,Whirlpool,Dhole Patil College Of Engineering Pune,Pune,2018
1917,Zensar,Dhole Patil College Of Engineering Pune,Pune,2018
1918,Zs Associates,Dhole Patil College Of Engineering Pune,Pune,2018
1919,Tech Mahindra,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1920,Johnson Controls Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1921,Tata Communication Ltd,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1922,Persistent,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1923,Oracle,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1924,Saint Gobian Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1925,Nvidia,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1926,Newgen Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1927,Godrej Infotech Pvt.Ltd,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1928,iGate-PCS,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1929,Tetra Pak,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1930,Beher India,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1931,L&T infotech,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1932,Synechron,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1933,Electomech,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1934,L&T Engineering Services,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1935,Thirdware Solutions,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1936,Bosch Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1937,Cadbury,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1938,Indian Army,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1939,Honeywell Automation Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1940,HSBC,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1941,Subex,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1942,Denso Harayana Pvt. Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1943,Mphasis Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1944,Opus Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1945,Voltas Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1946,SIEMENS,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1947,KPIT Infosystem,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1948,Yebhi.com,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1949,Harbinger,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1950,Cybage,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1951,Indiabulls Realtech ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1952,Syntel,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1953,ADP,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1954,AM Trident,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1955,Tavisca Solutions,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1956,Captronic Systems Pvt. Ltd,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1957,Zycus,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1958,ICICI Securities,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1959,Maq Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1960,Quinnoxe Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1961,Prudential Process Mangement,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1962,Sunguard,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1963,Varroc,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1964,Sanmar Group,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1965,Forbes Marsahal,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1966,B & RAutomation,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1967,PARI Robotics Ltd,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1968,Fiserv Solutions,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1969,ZF India Pvt. Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1970,Laxmi Machine Works Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1971,Quick Heal,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1972,Wika Instruments,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1973,Yodelle Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1974,Enpro,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1975,iNautix,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1976,Visteon,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1977,Forbes Marshall,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1978,Tvs Logistics,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1979,Bridgestone Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1980,Mithi Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018
1981,Plantech Cunsultants(2014),Government college of engineering and research,Pune,2014
1982,Zconsolutions(2014),Government college of engineering and research,Pune,2014
1983,E-infochip(2014),Government college of engineering and research,Pune,2014
1984,Spectrum Services(2014),Government college of engineering and research,Pune,2014
1985,Voskwagon(2014),Government college of engineering and research,Pune,2014
1986,TCS(2014),Government college of engineering and research,Pune,2014
1987,Alpha Health Venture,Indira College of Engineering and Management,Pune,2018
1988,Dimetrix Technology,Indira College of Engineering and Management,Pune,2018
1989,Amdocs,Indira College of Engineering and Management,Pune,2018
1990,Open Silicon,Indira College of Engineering and Management,Pune,2018
1991,Anglo Eastern,Indira College of Engineering and Management,Pune,2018
1992,Asahi Glass,Indira College of Engineering and Management,Pune,2018
1993,ATG,Indira College of Engineering and Management,Pune,2018
1994,Excelize,Indira College of Engineering and Management,Pune,2018
1995,ATOS,Indira College of Engineering and Management,Pune,2018
1996,Pernod Ricard,Indira College of Engineering and Management,Pune,2018
1997,Barclays,Indira College of Engineering and Management,Pune,2018
1998,Finolex Pipes,Indira College of Engineering and Management,Pune,2018
1999,Capgemini,Indira College of Engineering and Management,Pune,2018
2000,3DPLM (Dassault Systèmes),Indira College of Engineering and Management,Pune,2018
2001,CLSA,Indira College of Engineering and Management,Pune,2018
2002,Emcure India,Indira College of Engineering and Management,Pune,2018
2003,Cognizant,Indira College of Engineering and Management,Pune,2018
2004,Force Motors,Indira College of Engineering and Management,Pune,2018
2005,Cybage,Indira College of Engineering and Management,Pune,2018
2006,Premium Transmission,Indira College of Engineering and Management,Pune,2018
2007,Ennovate IT,Indira College of Engineering and Management,Pune,2018
2008,Hettich,Indira College of Engineering and Management,Pune,2018
2009,Eternus,Indira College of Engineering and Management,Pune,2018
2010,Gabriel India Ltd,Indira College of Engineering and Management,Pune,2018
2011,Everest Industries Ltd.,Indira College of Engineering and Management,Pune,2018
2012,GS Labs,Indira College of Engineering and Management,Pune,2018
2013,Fasttrack Software,Indira College of Engineering and Management,Pune,2018
2014,Xoriant,Indira College of Engineering and Management,Pune,2018
2015,Forbes Marshall,Indira College of Engineering and Management,Pune,2018
2016,QED Baton,Indira College of Engineering and Management,Pune,2018
2017,Globus soft,Indira College of Engineering and Management,Pune,2018
2018,Pubmatic,Indira College of Engineering and Management,Pune,2018
2019,Harbinger Group,Indira College of Engineering and Management,Pune,2018
2020,NeilSoft Limited,Indira College of Engineering and Management,Pune,2018
2021,Hitachi,Indira College of Engineering and Management,Pune,2018
2022,Obara Corporation,Indira College of Engineering and Management,Pune,2018
2023,HP,Indira College of Engineering and Management,Pune,2018
2024,Infosys,Indira College of Engineering and Management,Pune,2018
2025,Hurix,Indira College of Engineering and Management,Pune,2018
2026,Tibco Software,Indira College of Engineering and Management,Pune,2018
2027,IBM,Indira College of Engineering and Management,Pune,2018
2028,Sanmar Group,Indira College of Engineering and Management,Pune,2018
2029,Impact services,Indira College of Engineering and Management,Pune,2018
2030,Amura Marketing Technologies,Indira College of Engineering and Management,Pune,2018
2031,Infinite Computing,Indira College of Engineering and Management,Pune,2018
2032,Finolex Industries,Indira College of Engineering and Management,Pune,2018
2033,InnoEye Technologies,Indira College of Engineering and Management,Pune,2018
2034,Forgeahead Solutions Pvt. Ltd,Indira College of Engineering and Management,Pune,2018
2035,Jaya Hind Industries,Indira College of Engineering and Management,Pune,2018
2036,Larsen & Toubro Infotech,Indira College of Engineering and Management,Pune,2018
2037,Kinetic Spam Pumps,Indira College of Engineering and Management,Pune,2018
2038,JK Tyre,Indira College of Engineering and Management,Pune,2018
2039,KPIT,Indira College of Engineering and Management,Pune,2018
2040,Bridgestone India Pvt. Ltd.,Indira College of Engineering and Management,Pune,2018
2041,KPMG,Indira College of Engineering and Management,Pune,2018
2042,Bitwise Solutions Pvt Ltd,Indira College of Engineering and Management,Pune,2018
2043,Meditab,Indira College of Engineering and Management,Pune,2018
2044,Benchmark IT solutions,Indira College of Engineering and Management,Pune,2018
2045,Mphasis,Indira College of Engineering and Management,Pune,2018
2046,Vascon Engineers Pvt. Ltd,Indira College of Engineering and Management,Pune,2018
2047,NTT Data,Indira College of Engineering and Management,Pune,2018
2048,Gradmener Technology Pvt. Ltd.,Indira College of Engineering and Management,Pune,2018
2049,Odessa Technologies,Indira College of Engineering and Management,Pune,2018
2050,Expat Properties India Ltd,Indira College of Engineering and Management,Pune,2018
2051,Persistent,Indira College of Engineering and Management,Pune,2018
2052,Greeksoft Technologies Pvt Ltd,Indira College of Engineering and Management,Pune,2018
2053,Polycab,Indira College of Engineering and Management,Pune,2018
2054,ZF India,Indira College of Engineering and Management,Pune,2018
2055,QuikHeal,Indira College of Engineering and Management,Pune,2018
2056,e-Zest,Indira College of Engineering and Management,Pune,2018
2057,"Quinnox, Inc.",Indira College of Engineering and Management,Pune,2018
2058,Schlumberger,Indira College of Engineering and Management,Pune,2018
2059,RSystems,Indira College of Engineering and Management,Pune,2018
2060,Talent Beat,Indira College of Engineering and Management,Pune,2018
2061,Samsung,Indira College of Engineering and Management,Pune,2018
2062,Tata Technologies,Indira College of Engineering and Management,Pune,2018
2063,Sandvik,Indira College of Engineering and Management,Pune,2018
2064,TCS,Indira College of Engineering and Management,Pune,2018
2065,Savy Soft,Indira College of Engineering and Management,Pune,2018
2066,Tech Mahindra,Indira College of Engineering and Management,Pune,2018
2067,Sigma Electric,Indira College of Engineering and Management,Pune,2018
2068,Trivini turbines,Indira College of Engineering and Management,Pune,2018
2069,Steria,Indira College of Engineering and Management,Pune,2018
2070,VANDERLANDE,Indira College of Engineering and Management,Pune,2018
2071,Suzlon,Indira College of Engineering and Management,Pune,2018
2072,Vodafone,Indira College of Engineering and Management,Pune,2018
2073,Syntel,Indira College of Engineering and Management,Pune,2018
2074,Webtech Developers Pvt. Ltd,Indira College of Engineering and Management,Pune,2018
2075,Syntrosys,Indira College of Engineering and Management,Pune,2018
2076,Wipro,Indira College of Engineering and Management,Pune,2018
2077,Z S Solutions,Indira College of Engineering and Management,Pune,2018
2078,Wishtree. Technology,Indira College of Engineering and Management,Pune,2018
2079,Zuti Engineering,Indira College of Engineering and Management,Pune,2018
2080,WM,Indira College of Engineering and Management,Pune,2018
2081,Zycus Infotech,Indira College of Engineering and Management,Pune,2018
2082,Yardi Software,Indira College of Engineering and Management,Pune,2018
2083,Jaro Education,Indira College of Engineering and Management,Pune,2018
2084,Webonise Lab,Indira College of Engineering and Management,Pune,2018
2085,Just Pay,Indira College of Engineering and Management,Pune,2018
